TAPP,Row,Field,Declared_I,Verdict,Description_key,Trigger,Matched_noun,Snippet,Description
LA-SF-ICP-MS_UPb_TAPP_v15.csv,111,Isobaric Interference Corrections Applied,(none),EXTRA,channel,for each X,mass,"s, this is always Yes. Detail for each affected mass is captured in Interfering Species a","Whether isobaric interference corrections were applied for any measured isotope in this procedure. A procedure-level Boolean: if the procedure includes interference corrections, this is always Yes. Detail for each affected mass is captured in Interfering Species and Interference Correction Method."
LA-SF-ICP-MS_UPb_TAPP_v15.csv,111,Isobaric Interference Corrections Applied,(none),EXTRA,channel,each X,mass,his is always Yes. Detail for each affected mass is captured in Interfering Species a,"Whether isobaric interference corrections were applied for any measured isotope in this procedure. A procedure-level Boolean: if the procedure includes interference corrections, this is always Yes. Detail for each affected mass is captured in Interfering Species and Interference Correction Method."
Solution_Q-ICP-MS_TAPP_v16.csv,66,Mass Cycles per Replicate,(none),EXTRA,sampling unit,per X,replicate,ss scans (sweeps) accumulated per analytical replicate.,Number of complete mass scans (sweeps) accumulated per analytical replicate.
Solution_SF-ICP-MS_TAPP_v16.csv,45,Mass Resolution Setting,(none),EXTRA,analyte,per X,analyte,Group 4 under Mass Resolution per Analyte). Procedure registe,"Mass resolution mode(s) used in this procedure. Sector-field instruments allow selection of low resolution (LR; m/Δm ≈ 300–400), medium resolution (MR; m/Δm ≈ 2500–5000), or high resolution (HR; m/Δm ≈ 10,000). Multi-resolution procedures assign individual analytes to specific modes (documented in Group 4 under Mass Resolution per Analyte). Procedure registers the mode(s) in use; analyst confirms at session start."
Solution_SF-ICP-MS_TAPP_v16.csv,45,Mass Resolution Setting,(none),EXTRA,analyte,X-specific,analytes,-resolution procedures assign individual analytes to specific modes (documented i,"Mass resolution mode(s) used in this procedure. Sector-field instruments allow selection of low resolution (LR; m/Δm ≈ 300–400), medium resolution (MR; m/Δm ≈ 2500–5000), or high resolution (HR; m/Δm ≈ 10,000). Multi-resolution procedures assign individual analytes to specific modes (documented in Group 4 under Mass Resolution per Analyte). Procedure registers the mode(s) in use; analyst confirms at session start."
LA-Q-ICP-MS_TAPP_v14.csv,82,Monitored Isotopes,defines: channel per analyte,EXTRA,analyte,per X,analyte,"Specific isotope(s) monitored per analyte element in this procedure, including any i","Specific isotope(s) monitored per analyte element in this procedure, including any interference-monitor masses."
LA-Q-ICP-MS_UPb_TAPP_v15.csv,83,Monitored Isotopes,defines: channel per analyte,EXTRA,analyte,per X,analyte,"Specific isotope(s) monitored per analyte element in this procedure, including any i","Specific isotope(s) monitored per analyte element in this procedure, including any interference-monitor masses."
LA-SF-ICP-MS_TAPP_v14.csv,81,Monitored Isotopes,defines: channel per analyte,EXTRA,analyte,per X,analyte,"Specific isotope(s) monitored per analyte element in this procedure, including any i","Specific isotope(s) monitored per analyte element in this procedure, including any interference-monitor masses."
LA-SF-ICP-MS_UPb_TAPP_v15.csv,82,Monitored Isotopes,defines: channel per analyte,EXTRA,analyte,per X,analyte,"Specific isotope(s) monitored per analyte element in this procedure, including any i","Specific isotope(s) monitored per analyte element in this procedure, including any interference-monitor masses."
Solution_Q-ICP-MS_TAPP_v16.csv,64,Monitored Isotopes,defines: channel per analyte,EXTRA,analyte,per X,analyte,"Specific isotope(s) monitored per analyte element in this procedure, including any i","Specific isotope(s) monitored per analyte element in this procedure, including any interference-monitor masses."
Solution_SF-ICP-MS_TAPP_v16.csv,63,Monitored Isotopes,defines: channel per analyte,EXTRA,analyte,per X,analyte,"Specific isotope(s) monitored per analyte element in this procedure, including any i","Specific isotope(s) monitored per analyte element in this procedure, including any interference-monitor masses."
LA-MC-ICPMS_TAPP_v10.csv,101,Number of Blocks per Measurement,(none),EXTRA,standard,per X,standard,f measurement blocks acquired per sample or standard solution introduction. In MC-IC,"Number of measurement blocks acquired per sample or standard solution introduction. In MC-ICP-MS, data are structured as blocks of cycles; each block typically begins with a baseline (on-peak zero) measurement before the analytical cycles. Multiple blocks per sample allow inspection of signal stability and within-measurement drift. Procedure specifies the standard number; analyst may adjust for samples with low signal or for high-precision requirements."
LA-MC-ICPMS_UPb_TAPP_v10.csv,102,Number of Blocks per Measurement,(none),EXTRA,standard,per X,standard,f measurement blocks acquired per sample or standard solution introduction. In MC-IC,"Number of measurement blocks acquired per sample or standard solution introduction. In MC-ICP-MS, data are structured as blocks of cycles; each block typically begins with a baseline (on-peak zero) measurement before the analytical cycles. Multiple blocks per sample allow inspection of signal stability and within-measurement drift. Procedure specifies the standard number; analyst may adjust for samples with low signal or for high-precision requirements."
Solution_MC-ICP-MS_TAPP_v14.csv,70,Number of Blocks per Measurement,(none),EXTRA,standard,per X,standard,f measurement blocks acquired per sample or standard solution introduction. In MC-IC,"Number of measurement blocks acquired per sample or standard solution introduction. In MC-ICP-MS, data are structured as blocks of cycles; each block typically begins with a baseline (on-peak zero) measurement before the analytical cycles. Multiple blocks per sample allow inspection of signal stability and within-measurement drift. Procedure specifies the standard number; analyst may adjust for samples with low signal or for high-precision requirements."
Lab-XCT_TAPP_v15.csv,58,Number of Projections,(none),EXTRA,sampling unit,per X,sub-volume,"titching), this is the number per sub-volume.","Total number of equally-spaced projection images acquired over the full rotation range. More projections improve reconstruction quality by reducing under-sampling streak artifacts but increase scan time. For Mode B (multi-volume stitching), this is the number per sub-volume."
LA-MC-ICPMS_TAPP_v10.csv,97,Number of Replicates,(none),EXTRA,sampling unit,per X,grain,r of individual spot analyses per grain or location. For transect: numb,Number of replicate analyses performed on the same sample (or same nominal location for spot analysis) in this session. For spot analysis: number of individual spot analyses per grain or location. For transect: number of replicate transect lines. For mapping: number of map acquisitions of the same area (usually 1).
LA-MC-ICPMS_UPb_TAPP_v10.csv,98,Number of Replicates,(none),EXTRA,sampling unit,per X,grain,r of individual spot analyses per grain or location. For transect: numb,Number of replicate analyses performed on the same sample (or same nominal location for spot analysis) in this session. For spot analysis: number of individual spot analyses per grain or location. For transect: number of replicate transect lines. For mapping: number of map acquisitions of the same area (usually 1).
LA-Q-ICP-MS_TAPP_v14.csv,96,Number of Replicates,(none),EXTRA,sampling unit,per X,grain,r of individual spot analyses per grain or location. For transect: numb,Number of replicate analyses performed on the same sample (or same nominal location for spot analysis) in this session. For spot analysis: number of individual spot analyses per grain or location. For transect: number of replicate transect lines. For mapping: number of map acquisitions of the same area (usually 1).
LA-Q-ICP-MS_UPb_TAPP_v15.csv,97,Number of Replicates,(none),EXTRA,sampling unit,per X,grain,r of individual spot analyses per grain or location. For transect: numb,Number of replicate analyses performed on the same sample (or same nominal location for spot analysis) in this session. For spot analysis: number of individual spot analyses per grain or location. For transect: number of replicate transect lines. For mapping: number of map acquisitions of the same area (usually 1).
LA-SF-ICP-MS_TAPP_v14.csv,92,Number of Replicates,(none),EXTRA,sampling unit,per X,grain,r of individual spot analyses per grain or location. For transect: numb,Number of replicate analyses performed on the same sample (or same nominal location for spot analysis) in this session. For spot analysis: number of individual spot analyses per grain or location. For transect: number of replicate transect lines. For mapping: number of map acquisitions of the same area (usually 1).
LA-SF-ICP-MS_UPb_TAPP_v15.csv,93,Number of Replicates,(none),EXTRA,sampling unit,per X,grain,r of individual spot analyses per grain or location. For transect: numb,Number of replicate analyses performed on the same sample (or same nominal location for spot analysis) in this session. For spot analysis: number of individual spot analyses per grain or location. For transect: number of replicate transect lines. For mapping: number of map acquisitions of the same area (usually 1).
Solution_SF-ICP-MS_TAPP_v16.csv,68,Number of Scans per Replicate,(none),EXTRA,sampling unit,per X,replicate,mplete mass scans accumulated per analytical replicate.,Number of complete mass scans accumulated per analytical replicate.
LA-MC-ICPMS_TAPP_v10.csv,29,Pre-Ablation Surface Treatment,(none),EXTRA,sampling unit,each X,analysis,re applied immediately before each analysis to remove surface contamination or condit,"Procedure applied immediately before each analysis to remove surface contamination or condition the sample surface. Distinct from general sample preparation. For spot analysis, pre-ablation pulses are discarded before signal acquisition begins. For mapping, this step is typically omitted as the large area ablated averages out surface effects."
LA-MC-ICPMS_UPb_TAPP_v10.csv,29,Pre-Ablation Surface Treatment,(none),EXTRA,sampling unit,each X,analysis,re applied immediately before each analysis to remove surface contamination or condit,"Procedure applied immediately before each analysis to remove surface contamination or condition the sample surface. Distinct from general sample preparation. For spot analysis, pre-ablation pulses are discarded before signal acquisition begins. For mapping, this step is typically omitted as the large area ablated averages out surface effects."
LA-Q-ICP-MS_TAPP_v14.csv,29,Pre-Ablation Surface Treatment,(none),EXTRA,sampling unit,each X,analysis,re applied immediately before each analysis to remove surface contamination or condit,"Procedure applied immediately before each analysis to remove surface contamination or condition the sample surface. Distinct from general sample preparation. For spot analysis, pre-ablation pulses are discarded before signal acquisition begins. For mapping, this step is typically omitted as the large area ablated averages out surface effects."
LA-Q-ICP-MS_UPb_TAPP_v15.csv,29,Pre-Ablation Surface Treatment,(none),EXTRA,sampling unit,each X,analysis,re applied immediately before each analysis to remove surface contamination or condit,"Procedure applied immediately before each analysis to remove surface contamination or condition the sample surface. Distinct from general sample preparation. For spot analysis, pre-ablation pulses are discarded before signal acquisition begins. For mapping, this step is typically omitted as the large area ablated averages out surface effects."
LA-SF-ICP-MS_TAPP_v14.csv,29,Pre-Ablation Surface Treatment,(none),EXTRA,sampling unit,each X,analysis,re applied immediately before each analysis to remove surface contamination or condit,"Procedure applied immediately before each analysis to remove surface contamination or condition the sample surface. Distinct from general sample preparation. For spot analysis, pre-ablation pulses are discarded before signal acquisition begins. For mapping, this step is typically omitted as the large area ablated averages out surface effects."
LA-SF-ICP-MS_UPb_TAPP_v15.csv,29,Pre-Ablation Surface Treatment,(none),EXTRA,sampling unit,each X,analysis,re applied immediately before each analysis to remove surface contamination or condit,"Procedure applied immediately before each analysis to remove surface contamination or condition the sample surface. Distinct from general sample preparation. For spot analysis, pre-ablation pulses are discarded before signal acquisition begins. For mapping, this step is typically omitted as the large area ablated averages out surface effects."
Lab-XCT_TAPP_v15.csv,26,Sample Mass,(none),EXTRA,channel,X-specific,mass,lysis-level field: the actual sample mass depends on the specific sample being scanne,"Mass of the sample in grams, recorded for curatorial tracking of precious or limited materials. Particularly important for meteorite, mission-returned, and other restricted samples. This is an analysis-level field: the actual sample mass depends on the specific sample being scanned, not on the procedure design."
LA-Q-ICP-MS_TAPP_v14.csv,84,Signal Collection Mode,(none),EXTRA,channel,each X,mass,maximises integration time at each mass.,"Mode used to collect ion signal across the monitored masses. In peak hopping mode, the quadrupole jumps sequentially between pre-set mass positions and dwells at each peak; in scanning mode, the quadrupole sweeps continuously across a defined mass range. Peak hopping is standard for multi-element trace analysis as it maximises integration time at each mass."
LA-Q-ICP-MS_TAPP_v14.csv,84,Signal Collection Mode,(none),EXTRA,channel,across X,masses,de used to collect ion signal across the monitored masses. In peak hopping mo,"Mode used to collect ion signal across the monitored masses. In peak hopping mode, the quadrupole jumps sequentially between pre-set mass positions and dwells at each peak; in scanning mode, the quadrupole sweeps continuously across a defined mass range. Peak hopping is standard for multi-element trace analysis as it maximises integration time at each mass."
LA-Q-ICP-MS_UPb_TAPP_v15.csv,85,Signal Collection Mode,(none),EXTRA,channel,each X,mass,maximises integration time at each mass.,"Mode used to collect ion signal across the monitored masses. In peak hopping mode, the quadrupole jumps sequentially between pre-set mass positions and dwells at each peak; in scanning mode, the quadrupole sweeps continuously across a defined mass range. Peak hopping is standard for multi-element trace analysis as it maximises integration time at each mass."
LA-Q-ICP-MS_UPb_TAPP_v15.csv,85,Signal Collection Mode,(none),EXTRA,channel,across X,masses,de used to collect ion signal across the monitored masses. In peak hopping mo,"Mode used to collect ion signal across the monitored masses. In peak hopping mode, the quadrupole jumps sequentially between pre-set mass positions and dwells at each peak; in scanning mode, the quadrupole sweeps continuously across a defined mass range. Peak hopping is standard for multi-element trace analysis as it maximises integration time at each mass."
Solution_Q-ICP-MS_TAPP_v16.csv,70,Signal Collection Mode,(none),EXTRA,channel,each X,mass,maximises integration time at each mass.,"Mode used to collect ion signal across the monitored masses. In peak hopping mode, the quadrupole jumps sequentially between pre-set mass positions and dwells at each peak; in scanning mode, the quadrupole sweeps continuously across a defined mass range. Peak hopping is standard for multi-element trace analysis as it maximises integration time at each mass."
Solution_Q-ICP-MS_TAPP_v16.csv,70,Signal Collection Mode,(none),EXTRA,channel,across X,masses,de used to collect ion signal across the monitored masses. In peak hopping mo,"Mode used to collect ion signal across the monitored masses. In peak hopping mode, the quadrupole jumps sequentially between pre-set mass positions and dwells at each peak; in scanning mode, the quadrupole sweeps continuously across a defined mass range. Peak hopping is standard for multi-element trace analysis as it maximises integration time at each mass."
Solution_Q-ICP-MS_TAPP_v16.csv,86,Signal Integration Interval Method,(none),EXTRA,sampling unit,for each X,replicate,"define the integration window for each replicate measurement (e.g., full acquisit","Method used to define the integration window for each replicate measurement (e.g., full acquisition time, stable-interval selection, automated criteria)."
Solution_Q-ICP-MS_TAPP_v16.csv,86,Signal Integration Interval Method,(none),EXTRA,sampling unit,each X,replicate,"ne the integration window for each replicate measurement (e.g., full acquisit","Method used to define the integration window for each replicate measurement (e.g., full acquisition time, stable-interval selection, automated criteria)."
Solution_SF-ICP-MS_TAPP_v16.csv,82,Signal Integration Interval Method,(none),EXTRA,sampling unit,for each X,replicate,"define the integration window for each replicate measurement (e.g., full acquisit","Method used to define the integration window for each replicate measurement (e.g., full acquisition time, stable-interval selection, automated criteria)."
Solution_SF-ICP-MS_TAPP_v16.csv,82,Signal Integration Interval Method,(none),EXTRA,sampling unit,each X,replicate,"ne the integration window for each replicate measurement (e.g., full acquisit","Method used to define the integration window for each replicate measurement (e.g., full acquisition time, stable-interval selection, automated criteria)."
LA-MC-ICPMS_TAPP_v10.csv,118,Signal Integration Time,(none),EXTRA,sampling unit,per X,spot,er than the Ablation Duration per Spot because the signal start and end transients a,"Actual integration time used for the ablation signal in this analysis, in seconds. This is an analysis-level outcome determined during data reduction by applying the Signal Integration Interval Method to the time-resolved signal. It is equal to or shorter than the Ablation Duration per Spot because the signal start and end transients are typically discarded. Not applicable to mapping analysis: for mapping, the equivalent concept is the per-pixel cycle time, which is determined by the spectrometer dwell time settings (a procedure-level field) rather than being an analysis-level outcome."
LA-MC-ICPMS_UPb_TAPP_v10.csv,119,Signal Integration Time,(none),EXTRA,sampling unit,per X,spot,er than the Ablation Duration per Spot because the signal start and end transients a,"Actual integration time used for the ablation signal in this analysis, in seconds. This is an analysis-level outcome determined during data reduction by applying the Signal Integration Interval Method to the time-resolved signal. It is equal to or shorter than the Ablation Duration per Spot because the signal start and end transients are typically discarded. Not applicable to mapping analysis: for mapping, the equivalent concept is the per-pixel cycle time, which is determined by the spectrometer dwell time settings (a procedure-level field) rather than being an analysis-level outcome."
LA-Q-ICP-MS_TAPP_v14.csv,110,Signal Integration Time,(none),EXTRA,sampling unit,per X,spot,er than the Ablation Duration per Spot because the signal start and end transients a,"Actual integration time used for the ablation signal in this analysis, in seconds. This is an analysis-level outcome determined during data reduction by applying the Signal Integration Interval Method to the time-resolved signal. It is equal to or shorter than the Ablation Duration per Spot because the signal start and end transients are typically discarded. Not applicable to mapping analysis: for mapping, the equivalent concept is the per-pixel cycle time, which is determined by the spectrometer dwell time settings (a procedure-level field) rather than being an analysis-level outcome."
LA-Q-ICP-MS_UPb_TAPP_v15.csv,111,Signal Integration Time,(none),EXTRA,sampling unit,per X,spot,er than the Ablation Duration per Spot because the signal start and end transients a,"Actual integration time used for the ablation signal in this analysis, in seconds. This is an analysis-level outcome determined during data reduction by applying the Signal Integration Interval Method to the time-resolved signal. It is equal to or shorter than the Ablation Duration per Spot because the signal start and end transients are typically discarded. Not applicable to mapping analysis: for mapping, the equivalent concept is the per-pixel cycle time, which is determined by the spectrometer dwell time settings (a procedure-level field) rather than being an analysis-level outcome."
LA-SF-ICP-MS_TAPP_v14.csv,106,Signal Integration Time,(none),EXTRA,sampling unit,per X,spot,er than the Ablation Duration per Spot because the signal start and end transients a,"Actual integration time used for the ablation signal in this analysis, in seconds. This is an analysis-level outcome determined during data reduction by applying the Signal Integration Interval Method to the time-resolved signal. It is equal to or shorter than the Ablation Duration per Spot because the signal start and end transients are typically discarded. Not applicable to mapping analysis: for mapping, the equivalent concept is the per-pixel cycle time, which is determined by the spectrometer dwell time settings (a procedure-level field) rather than being an analysis-level outcome."
LA-SF-ICP-MS_UPb_TAPP_v15.csv,107,Signal Integration Time,(none),EXTRA,sampling unit,per X,spot,er than the Ablation Duration per Spot because the signal start and end transients a,"Actual integration time used for the ablation signal in this analysis, in seconds. This is an analysis-level outcome determined during data reduction by applying the Signal Integration Interval Method to the time-resolved signal. It is equal to or shorter than the Ablation Duration per Spot because the signal start and end transients are typically discarded. Not applicable to mapping analysis: for mapping, the equivalent concept is the per-pixel cycle time, which is determined by the spectrometer dwell time settings (a procedure-level field) rather than being an analysis-level outcome."
Solution_Q-ICP-MS_TAPP_v16.csv,87,Signal Integration Time,(none),EXTRA,sampling unit,per X,replicate,Total integration time per analyte per replicate (s). Determined at a,Total integration time per analyte per replicate (s). Determined at analysis time from the actual acquisition.
Solution_SF-ICP-MS_TAPP_v16.csv,83,Signal Integration Time,(none),EXTRA,sampling unit,per X,replicate,Total integration time per analyte per replicate (s). Determined at a,Total integration time per analyte per replicate (s). Determined at analysis time from the actual acquisition.
EPMA_TAPP_v16.csv,66,Stage Scan vs. Beam Scan,(none),EXTRA,sampling unit,across X,map,s beam geometry and spot size across the full map but is slower; beam scan is faste,Whether the X-ray map was acquired by moving the sample stage (stage scan) or by deflecting the electron beam (beam scan). Stage scan preserves beam geometry and spot size across the full map but is slower; beam scan is faster but may introduce geometric distortion at large deflections.
SEM_Composition_TAPP_v13.csv,46,Stage Scan vs. Beam Scan,(none),EXTRA,preparation step,across X,stage,an) or by deflecting the beam across the field while the stage is stationary (beam scan,"For mapping modes, records whether the map was acquired by moving the stage while the beam is held fixed (stage scan) or by deflecting the beam across the field while the stage is stationary (beam scan). Stage scan is preferred for large areas or high-accuracy geometric fidelity; beam scan is faster for smaller fields but may introduce geometric distortion at the map edges."
SEM_TAPP_v13.csv,54,Stage Scan vs. Beam Scan,(none),EXTRA,preparation step,across X,stage,an) or by deflecting the beam across the field while the stage is stationary (beam scan,"For mapping modes, records whether the map was acquired by moving the stage while the beam is held fixed (stage scan) or by deflecting the beam across the field while the stage is stationary (beam scan). Stage scan is preferred for large areas or high-accuracy geometric fidelity; beam scan is faster for smaller fields but may introduce geometric distortion at the map edges."
LA-Q-ICP-MS_TAPP_v14.csv,92,Total Integration Time per Output Data Point,(none),EXTRA,channel,per X,isotope,s-scan sweep — the sum of all per-isotope dwell times plus inter-mass settling times,"Total duty-cycle time for one complete mass-scan sweep — the sum of all per-isotope dwell times plus inter-mass settling times. Sets the time resolution of the downhole signal, and is not recoverable from Dwell Time per Mass alone because settling time is not captured there. Applies to sequential (quadrupole and single-collector sector-field) acquisition."
LA-Q-ICP-MS_UPb_TAPP_v15.csv,93,Total Integration Time per Output Data Point,(none),EXTRA,channel,per X,isotope,s-scan sweep — the sum of all per-isotope dwell times plus inter-mass settling times,"Total duty-cycle time for one complete mass-scan sweep — the sum of all per-isotope dwell times plus inter-mass settling times. Sets the time resolution of the downhole signal, and is not recoverable from Dwell Time per Mass alone because settling time is not captured there. Applies to sequential (quadrupole and single-collector sector-field) acquisition."
LA-SF-ICP-MS_TAPP_v14.csv,88,Total Integration Time per Output Data Point,(none),EXTRA,channel,per X,isotope,s-scan sweep — the sum of all per-isotope dwell times plus inter-mass settling times,"Total duty-cycle time for one complete mass-scan sweep — the sum of all per-isotope dwell times plus inter-mass settling times. Sets the time resolution of the downhole signal, and is not recoverable from Dwell Time per Mass alone because settling time is not captured there. Applies to sequential (quadrupole and single-collector sector-field) acquisition."
LA-SF-ICP-MS_UPb_TAPP_v15.csv,89,Total Integration Time per Output Data Point,(none),EXTRA,channel,per X,isotope,s-scan sweep — the sum of all per-isotope dwell times plus inter-mass settling times,"Total duty-cycle time for one complete mass-scan sweep — the sum of all per-isotope dwell times plus inter-mass settling times. Sets the time resolution of the downhole signal, and is not recoverable from Dwell Time per Mass alone because settling time is not captured there. Applies to sequential (quadrupole and single-collector sector-field) acquisition."
Lab-XCT_TAPP_v15.csv,67,Total Scan Duration,(none),EXTRA,sampling unit,across X,sub-volumes,his is the combined scan time across all sub-volumes (not including setup,"Total elapsed time for the complete XCT acquisition, from the start of the first projection to the end of the last. For multi-volume acquisitions, this is the combined scan time across all sub-volumes (not including setup or reconstruction time). Useful for assessing beam stability and sample integrity concerns over long scans."
LA-SF-ICP-MS_TAPP_v14.csv,85,Triple Scanning Mode,(none),EXTRA,channel,each X,mass,Whether each mass peak is scanned three times per cycle and the,Whether each mass peak is scanned three times per cycle and the results averaged (Y/N). Used to reduce noise from short-term magnetic field instabilities on sector-field instruments. Triple scanning affects the effective integration time per cycle and should be reported. Record 'N/A' if not applicable to the instrument.
LA-SF-ICP-MS_UPb_TAPP_v15.csv,86,Triple Scanning Mode,(none),EXTRA,channel,each X,mass,Whether each mass peak is scanned three times per cycle and the,Whether each mass peak is scanned three times per cycle and the results averaged (Y/N). Used to reduce noise from short-term magnetic field instabilities on sector-field instruments. Triple scanning affects the effective integration time per cycle and should be reported. Record 'N/A' if not applicable to the instrument.
Solution_SF-ICP-MS_TAPP_v16.csv,66,Triple Scanning Mode,(none),EXTRA,channel,each X,mass,Whether each mass peak is scanned three times per cycle and the,Whether each mass peak is scanned three times per cycle and the results averaged (Y/N). Used to reduce noise from short-term magnetic field instabilities on sector-field instruments. Triple scanning affects the effective integration time per cycle and should be reported. Record 'N/A' if not applicable to the instrument.
Lab-XCT_TAPP_v15.csv,38,X-ray Tube Anode Material,(none),EXTRA,sampling unit,X-specific,phase,"trahlung continuum, which can affect phase contrast at specific energies. Multi-met","Material of the X-ray tube anode (target). Determines the characteristic line energies superimposed on the bremsstrahlung continuum, which can affect phase contrast at specific energies. Multi-metal anodes (e.g., W/Mo/Cu) extend the usable energy range."
EPMA_TAPP_v16.csv,93,Analytical Accuracy,standard x reported property,CONFLICT,analyte,per X,analyte,", reference value source, and per-analyte value.","Offset between measured and accepted reference values for secondary standards, expressed as percent relative bias. Include reference material, reference value source, and per-analyte value."
SEM_Composition_TAPP_v13.csv,91,Analytical Accuracy,standard x reported property,CONFLICT,analyte,per X,analyte,", reference value source, and per-analyte value.","Offset between measured and accepted reference values for secondary standards, expressed as percent relative bias. Include reference material, reference value source, and per-analyte value."
SEM_TAPP_v13.csv,123,Analytical Accuracy,standard x reported property,CONFLICT,analyte,per X,analyte,", reference value source, and per-analyte value.","Offset between measured and accepted reference values for secondary standards, expressed as percent relative bias. Include reference material, reference value source, and per-analyte value."
EPMA_TAPP_v16.csv,92,Analytical Precision,standard x reported property,CONFLICT,analyte,per X,analyte,"er of analyses (n), and value per analyte or element group.","Reproducibility of repeated measurements on the same or equivalent reference material, expressed as 1-sigma relative standard deviation (%). Include reference material name, number of analyses (n), and value per analyte or element group."
SEM_Composition_TAPP_v13.csv,90,Analytical Precision,standard x reported property,CONFLICT,analyte,per X,analyte,"er of analyses (n), and value per analyte or element group.","Reproducibility of repeated measurements on the same or equivalent reference material, expressed as 1-sigma relative standard deviation (%). Include reference material name, number of analyses (n), and value per analyte or element group."
SEM_TAPP_v13.csv,122,Analytical Precision,standard x reported property,CONFLICT,analyte,per X,analyte,"er of analyses (n), and value per analyte or element group.","Reproducibility of repeated measurements on the same or equivalent reference material, expressed as 1-sigma relative standard deviation (%). Include reference material name, number of analyses (n), and value per analyte or element group."
EPMA_TAPP_v16.csv,79,Calibration Factor and Determination Method,reported property,CONFLICT,analyte,per X,analyte,"s the material used, and from Per-Analyte Calibration Strategy, which states which","An externally-calibrated factor that converts the measured quantity into the reported quantity, how it was determined, and its uncertainty. Applies where the conversion depends on a factor calibrated against a reference of independently known value, rather than on the instrument response alone. Distinct from Primary Calibration Standard Name, which identifies the material used, and from Per-Analyte Calibration Strategy, which states which approach applies to which analyte: this field records the resulting factor itself."
LA-MC-ICPMS_TAPP_v10.csv,127,Calibration Factor and Determination Method,reported property,CONFLICT,analyte,per X,analyte,"s the material used, and from Per-Analyte Calibration Strategy, which states which","An externally-calibrated factor that converts the measured quantity into the reported quantity, how it was determined, and its uncertainty. Applies where the conversion depends on a factor calibrated against a reference of independently known value, rather than on the instrument response alone. Distinct from Primary Calibration Standard Name, which identifies the material used, and from Per-Analyte Calibration Strategy, which states which approach applies to which analyte: this field records the resulting factor itself."
LA-MC-ICPMS_UPb_TAPP_v10.csv,128,Calibration Factor and Determination Method,reported property,CONFLICT,analyte,per X,analyte,"s the material used, and from Per-Analyte Calibration Strategy, which states which","An externally-calibrated factor that converts the measured quantity into the reported quantity, how it was determined, and its uncertainty. Applies where the conversion depends on a factor calibrated against a reference of independently known value, rather than on the instrument response alone. Distinct from Primary Calibration Standard Name, which identifies the material used, and from Per-Analyte Calibration Strategy, which states which approach applies to which analyte: this field records the resulting factor itself."
LA-Q-ICP-MS_TAPP_v14.csv,120,Calibration Factor and Determination Method,reported property,CONFLICT,analyte,per X,analyte,"s the material used, and from Per-Analyte Calibration Strategy, which states which","An externally-calibrated factor that converts the measured quantity into the reported quantity, how it was determined, and its uncertainty. Applies where the conversion depends on a factor calibrated against a reference of independently known value, rather than on the instrument response alone. Distinct from Primary Calibration Standard Name, which identifies the material used, and from Per-Analyte Calibration Strategy, which states which approach applies to which analyte: this field records the resulting factor itself."
LA-Q-ICP-MS_UPb_TAPP_v15.csv,121,Calibration Factor and Determination Method,reported property,CONFLICT,analyte,per X,analyte,"s the material used, and from Per-Analyte Calibration Strategy, which states which","An externally-calibrated factor that converts the measured quantity into the reported quantity, how it was determined, and its uncertainty. Applies where the conversion depends on a factor calibrated against a reference of independently known value, rather than on the instrument response alone. Distinct from Primary Calibration Standard Name, which identifies the material used, and from Per-Analyte Calibration Strategy, which states which approach applies to which analyte: this field records the resulting factor itself."
LA-SF-ICP-MS_TAPP_v14.csv,116,Calibration Factor and Determination Method,reported property,CONFLICT,analyte,per X,analyte,"s the material used, and from Per-Analyte Calibration Strategy, which states which","An externally-calibrated factor that converts the measured quantity into the reported quantity, how it was determined, and its uncertainty. Applies where the conversion depends on a factor calibrated against a reference of independently known value, rather than on the instrument response alone. Distinct from Primary Calibration Standard Name, which identifies the material used, and from Per-Analyte Calibration Strategy, which states which approach applies to which analyte: this field records the resulting factor itself."
LA-SF-ICP-MS_UPb_TAPP_v15.csv,117,Calibration Factor and Determination Method,reported property,CONFLICT,analyte,per X,analyte,"s the material used, and from Per-Analyte Calibration Strategy, which states which","An externally-calibrated factor that converts the measured quantity into the reported quantity, how it was determined, and its uncertainty. Applies where the conversion depends on a factor calibrated against a reference of independently known value, rather than on the instrument response alone. Distinct from Primary Calibration Standard Name, which identifies the material used, and from Per-Analyte Calibration Strategy, which states which approach applies to which analyte: this field records the resulting factor itself."
Lab-XCT_TAPP_v15.csv,85,Calibration Factor and Determination Method,reported property,CONFLICT,analyte,per X,analyte,"s the material used, and from Per-Analyte Calibration Strategy, which states which","An externally-calibrated factor that converts the measured quantity into the reported quantity, how it was determined, and its uncertainty. Applies where the conversion depends on a factor calibrated against a reference of independently known value, rather than on the instrument response alone. Distinct from Primary Calibration Standard Name, which identifies the material used, and from Per-Analyte Calibration Strategy, which states which approach applies to which analyte: this field records the resulting factor itself."
SEM_Composition_TAPP_v13.csv,78,Calibration Factor and Determination Method,reported property,CONFLICT,analyte,per X,analyte,"s the material used, and from Per-Analyte Calibration Strategy, which states which","An externally-calibrated factor that converts the measured quantity into the reported quantity, how it was determined, and its uncertainty. Applies where the conversion depends on a factor calibrated against a reference of independently known value, rather than on the instrument response alone. Distinct from Primary Calibration Standard Name, which identifies the material used, and from Per-Analyte Calibration Strategy, which states which approach applies to which analyte: this field records the resulting factor itself."
