Severity,TAPP,Row,Field,Check,Message
WARN,Lab-XCT_TAPP_v10.csv,16,Coupled Technique(s),group1-datatype,Data Type differs from template: 'Controlled list / Text' vs 'Text (free)'.
WARN,Lab-XCT_TAPP_v10.csv,19,Coupled Dataset or Publication Reference,group1-datatype,Data Type differs from template: 'URI / DOI / Text' vs 'URI / DOI'.
WARN,Lab-XCT_TAPP_v10.csv,2,1. Procedure Identification,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,Lab-XCT_TAPP_v10.csv,21,2. Samples,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,Lab-XCT_TAPP_v10.csv,32,3. Instrument & Software,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,Lab-XCT_TAPP_v10.csv,4,Technique,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None', 'Other: specify'] in column F."
WARN,Lab-XCT_TAPP_v10.csv,44,4. Measurement Information,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,Lab-XCT_TAPP_v10.csv,65,5. Data Processing,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,Lab-XCT_TAPP_v10.csv,80,Output Bit Depth,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None', 'Other: specify'] in column F."
WARN,Lab-XCT_TAPP_v10.csv,83,6. Quality Control & Uncertainty,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,SEM_Composition_TAPP_v6.csv,3,,sentinel-stray-N,"71 data row(s) carry 'N' in the sentinel column (rows 3-19, 21-24, 26-33, 35, 37-38, 44-48, … (+4 more)); conventions require data rows to be empty. Harmless to the current export script, but it makes the column indistinguishable from a mode flag."
WARN,SEM_FIBSEM_TAPP_v6.csv,3,,sentinel-stray-N,"46 data row(s) carry 'N' in the sentinel column (rows 3-19, 21-24, 26-34, 36-48, 50-51, 54); conventions require data rows to be empty. Harmless to the current export script, but it makes the column indistinguishable from a mode flag."
WARN,SEM_FIBSEM_TAPP_v6.csv,44,Target Foil Thickness,name-level-encoding,Field name contains 'Target'. Only 'Target Material' and 'Target Feature(s)' are exempt from the level-neutral naming rule.
WARN,SEM_Imaging_TAPP_v6.csv,3,,sentinel-stray-N,"53 data row(s) carry 'N' in the sentinel column (rows 3-19, 21-24, 26-35, 37-51, 53-55, 58-61); conventions require data rows to be empty. Harmless to the current export script, but it makes the column indistinguishable from a mode flag."
WARN,SEM_TAPP_v6.csv,3,,sentinel-stray-N,"101 data row(s) carry 'N' in the sentinel column (rows 3-19, 22-25, 28-40, 43, 45-46, 52-57, … (+4 more)); conventions require data rows to be empty. Harmless to the current export script, but it makes the column indistinguishable from a mode flag."
WARN,SEM_TAPP_v6.csv,83,Target Foil Thickness,name-level-encoding,Field name contains 'Target'. Only 'Target Material' and 'Target Feature(s)' are exempt from the level-neutral naming rule.
WARN,Solution_MC-ICP-MS_TAPP_v5.csv,105,6. Quality Control & Uncertainty,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,Solution_MC-ICP-MS_TAPP_v5.csv,2,1. Procedure Identification,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,Solution_MC-ICP-MS_TAPP_v5.csv,21,2. Samples,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,Solution_MC-ICP-MS_TAPP_v5.csv,36,3. Instrument & Software,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,Solution_MC-ICP-MS_TAPP_v5.csv,38,ICP-MS Type,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None'] in column F."
WARN,Solution_MC-ICP-MS_TAPP_v5.csv,4,Technique,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None', 'Other: specify'] in column F."
WARN,Solution_MC-ICP-MS_TAPP_v5.csv,49,Collision/Reaction Cell (CRC) Configuration,controlled-list-options,Controlled list is missing required option(s) ['None'] in column F.
WARN,Solution_MC-ICP-MS_TAPP_v5.csv,57,4. Measurement Information,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,Solution_MC-ICP-MS_TAPP_v5.csv,58,RF Power,rule3,Rule 3: 'Analytical Mode' must be the FIRST field in Group 4; found 'RF Power'. Field is absent entirely.
WARN,Solution_MC-ICP-MS_TAPP_v5.csv,82,5. Data Processing,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,Solution_Q-ICP-MS_TAPP_v7.csv,2,1. Procedure Identification,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,Solution_Q-ICP-MS_TAPP_v7.csv,20,2. Samples,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,Solution_Q-ICP-MS_TAPP_v7.csv,34,3. Instrument & Software,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,Solution_Q-ICP-MS_TAPP_v7.csv,36,ICP-MS Type,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None'] in column F."
WARN,Solution_Q-ICP-MS_TAPP_v7.csv,4,Technique,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None', 'Other: specify'] in column F."
WARN,Solution_Q-ICP-MS_TAPP_v7.csv,43,Mass Resolution Setting,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None', 'Other: specify'] in column F."
WARN,Solution_Q-ICP-MS_TAPP_v7.csv,52,4. Measurement Information,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,Solution_Q-ICP-MS_TAPP_v7.csv,53,RF Power,rule3,Rule 3: 'Analytical Mode' must be the FIRST field in Group 4; found 'RF Power'. Field is absent entirely.
WARN,Solution_Q-ICP-MS_TAPP_v7.csv,78,5. Data Processing,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,Solution_Q-ICP-MS_TAPP_v7.csv,95,6. Quality Control & Uncertainty,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,Solution_SF-ICP-MS_TAPP_v7.csv,2,1. Procedure Identification,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,Solution_SF-ICP-MS_TAPP_v7.csv,20,2. Samples,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,Solution_SF-ICP-MS_TAPP_v7.csv,34,3. Instrument & Software,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,Solution_SF-ICP-MS_TAPP_v7.csv,36,ICP-MS Type,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None'] in column F."
WARN,Solution_SF-ICP-MS_TAPP_v7.csv,4,Technique,controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'None', 'Other: specify'] in column F."
WARN,Solution_SF-ICP-MS_TAPP_v7.csv,51,4. Measurement Information,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,Solution_SF-ICP-MS_TAPP_v7.csv,52,RF Power,rule3,Rule 3: 'Analytical Mode' must be the FIRST field in Group 4; found 'RF Power'. Field is absent entirely.
WARN,Solution_SF-ICP-MS_TAPP_v7.csv,74,5. Data Processing,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,Solution_SF-ICP-MS_TAPP_v7.csv,91,6. Quality Control & Uncertainty,sentinel-group-header,"Group header should have N in the sentinel column, found 'empty'."
WARN,TEM_TAPP_v9.csv,33,Monochromator,controlled-list-options,Controlled list is missing required option(s) ['Other: specify'] in column F.
WARN,TEM_TAPP_v9.csv,35,Spectroscopic Detector(s),controlled-list-options,"Controlled list is missing required option(s) ['N/A', 'Other: specify'] in column F."
WARN,TEM_TAPP_v9.csv,41,SAED Pattern Simulation Software,datatype-invalid,Data Type 'Controlled vocabulary + version' is not in the controlled vocabulary.
WARN,TEM_TAPP_v9.csv,65,EDS Energy Range,datatype-invalid,Data Type 'Text (keV)' is not in the controlled vocabulary.
WARN,TEM_TAPP_v9.csv,66,EDS Quantification Method,controlled-list-options,Controlled list is missing required option(s) ['Other: specify'] in column F.
WARN,TEM_TAPP_v9.csv,67,Analyte,datatype-invalid,Data Type 'List of element symbols' is not in the controlled vocabulary.
WARN,TEM_TAPP_v9.csv,69,EELS Edges,datatype-invalid,Data Type 'List of element + edge label' is not in the controlled vocabulary.
WARN,TEM_TAPP_v9.csv,74,EELS Energy Loss Range,datatype-invalid,Data Type 'Text (eV)' is not in the controlled vocabulary.
INFO,(cross-TAPP),,Ablation Cell Type,tier-divergence,"Tier assignment differs across 4 TAPPs — LA-ICPMS_Geochron_Horstwood_TAPP_v8.csv: C=Basic,D=Read-Only; LA-ICPMS_Geochron_TAPP_v2.csv: C=Basic,D=Read-Only; LA-ICPMS_TAPP_v13.csv: C=Advanced,D=Read-Only; LA-Q:SF-ICPMS_TAPP_v5.csv: C=Advanced,D=Read-Only. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,Analysis Sequence,tier-divergence,"Tier assignment differs across 4 TAPPs — LA-ICPMS_Geochron_Horstwood_TAPP_v8.csv: C=Advanced,D=Editable; LA-ICPMS_Geochron_TAPP_v2.csv: C=Advanced,D=Editable; LA-ICPMS_TAPP_v13.csv: C=Basic,D=Editable; LA-Q:SF-ICPMS_TAPP_v5.csv: C=Basic,D=Editable. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,Analytical Accuracy and Assessment Method,tier-divergence,"Tier assignment differs across 7 TAPPs — LA-ICPMS_Geochron_Horstwood_TAPP_v8.csv: C=Basic,D=Basic; LA-ICPMS_Geochron_TAPP_v2.csv: C=Basic,D=Basic; LA-ICPMS_TAPP_v13.csv: C=Advanced,D=Basic; LA-Q:SF-ICPMS_TAPP_v5.csv: C=Advanced,D=Basic; Solution_MC-ICP-MS_TAPP_v5.csv: C=Advanced,D=Basic; Solution_Q-ICP-MS_TAPP_v7.csv: C=Advanced,D=Basic; Solution_SF-ICP-MS_TAPP_v7.csv: C=Advanced,D=Basic. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,Auxiliary Gas Flow Rate,tier-divergence,"Tier assignment differs across 6 TAPPs — LA-ICPMS_Geochron_Horstwood_TAPP_v8.csv: C=Advanced,D=Editable; LA-ICPMS_Geochron_TAPP_v2.csv: C=Advanced,D=Editable; LA-Q:SF-ICPMS_TAPP_v5.csv: C=Basic,D=Editable; Solution_MC-ICP-MS_TAPP_v5.csv: C=Basic,D=Editable; Solution_Q-ICP-MS_TAPP_v7.csv: C=Basic,D=Editable; Solution_SF-ICP-MS_TAPP_v7.csv: C=Basic,D=Editable. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,Baseline Measurement Approach,tier-divergence,"Tier assignment differs across 3 TAPPs — LA-ICPMS_Geochron_Horstwood_TAPP_v8.csv: C=Advanced,D=Read-Only; LA-ICPMS_Geochron_TAPP_v2.csv: C=Advanced,D=Read-Only; Solution_MC-ICP-MS_TAPP_v5.csv: C=Basic,D=Read-Only. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,Calibration Standard Measurement Frequency,tier-divergence,"Tier assignment differs across 6 TAPPs — LA-ICPMS_Geochron_Horstwood_TAPP_v8.csv: C=Advanced,D=Read-Only; LA-ICPMS_Geochron_TAPP_v2.csv: C=Advanced,D=Read-Only; LA-Q:SF-ICPMS_TAPP_v5.csv: C=Basic,D=Read-Only; Solution_MC-ICP-MS_TAPP_v5.csv: C=Basic,D=Read-Only; Solution_Q-ICP-MS_TAPP_v7.csv: C=Basic,D=Read-Only; Solution_SF-ICP-MS_TAPP_v7.csv: C=Basic,D=Read-Only. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,Cell Exit Discrimination Voltage,tier-divergence,"Tier assignment differs across 5 TAPPs — LA-ICPMS_Geochron_Horstwood_TAPP_v8.csv: C=Advanced,D=Editable; LA-ICPMS_Geochron_TAPP_v2.csv: C=Advanced,D=Editable; LA-Q:SF-ICPMS_TAPP_v5.csv: C=Basic,D=Editable; Solution_MC-ICP-MS_TAPP_v5.csv: C=Basic,D=Editable; Solution_Q-ICP-MS_TAPP_v7.csv: C=Basic,D=Editable. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,Collector Configuration,tier-divergence,"Tier assignment differs across 3 TAPPs — LA-ICPMS_Geochron_Horstwood_TAPP_v8.csv: C=Advanced,D=Read-Only; LA-ICPMS_Geochron_TAPP_v2.csv: C=Advanced,D=Read-Only; Solution_MC-ICP-MS_TAPP_v5.csv: C=Basic,D=Read-Only. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,Collision Gas Flow Rate,tier-divergence,"Tier assignment differs across 5 TAPPs — LA-ICPMS_Geochron_Horstwood_TAPP_v8.csv: C=Advanced,D=Editable; LA-ICPMS_Geochron_TAPP_v2.csv: C=Advanced,D=Editable; LA-Q:SF-ICPMS_TAPP_v5.csv: C=Basic,D=Editable; Solution_MC-ICP-MS_TAPP_v5.csv: C=Basic,D=Editable; Solution_Q-ICP-MS_TAPP_v7.csv: C=Basic,D=Editable. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,Collision Gas Type,tier-divergence,"Tier assignment differs across 5 TAPPs — LA-ICPMS_Geochron_Horstwood_TAPP_v8.csv: C=Advanced,D=Read-Only; LA-ICPMS_Geochron_TAPP_v2.csv: C=Advanced,D=Read-Only; LA-Q:SF-ICPMS_TAPP_v5.csv: C=Basic,D=Read-Only; Solution_MC-ICP-MS_TAPP_v5.csv: C=Basic,D=Read-Only; Solution_Q-ICP-MS_TAPP_v7.csv: C=Basic,D=Read-Only. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,Collision/Reaction Cell (CRC) Configuration,tier-divergence,"Tier assignment differs across 5 TAPPs — LA-ICPMS_Geochron_Horstwood_TAPP_v8.csv: C=Advanced,D=Read-Only; LA-ICPMS_Geochron_TAPP_v2.csv: C=Advanced,D=Read-Only; LA-Q:SF-ICPMS_TAPP_v5.csv: C=Basic,D=Read-Only; Solution_MC-ICP-MS_TAPP_v5.csv: C=Basic,D=Read-Only; Solution_Q-ICP-MS_TAPP_v7.csv: C=Basic,D=Read-Only. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,Coolant (Plasma) Gas Flow Rate,tier-divergence,"Tier assignment differs across 6 TAPPs — LA-ICPMS_Geochron_Horstwood_TAPP_v8.csv: C=Advanced,D=Editable; LA-ICPMS_Geochron_TAPP_v2.csv: C=Advanced,D=Editable; LA-Q:SF-ICPMS_TAPP_v5.csv: C=Basic,D=Editable; Solution_MC-ICP-MS_TAPP_v5.csv: C=Basic,D=Editable; Solution_Q-ICP-MS_TAPP_v7.csv: C=Basic,D=Editable; Solution_SF-ICP-MS_TAPP_v7.csv: C=Basic,D=Editable. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,Detection Limit Method,tier-divergence,"Tier assignment differs across 10 TAPPs — EPMA_TAPP_v9.csv: C=Advanced,D=Editable; LA-ICPMS_Geochron_Horstwood_TAPP_v8.csv: C=Advanced,D=Basic; LA-ICPMS_Geochron_TAPP_v2.csv: C=Advanced,D=Basic; LA-ICPMS_TAPP_v13.csv: C=Advanced,D=Basic; LA-Q:SF-ICPMS_TAPP_v5.csv: C=Advanced,D=Basic; SEM_Composition_TAPP_v6.csv: C=Advanced,D=Editable; SEM_TAPP_v6.csv: C=Advanced,D=Editable; Solution_MC-ICP-MS_TAPP_v5.csv: C=Advanced,D=Basic; Solution_Q-ICP-MS_TAPP_v7.csv: C=Advanced,D=Basic; Solution_SF-ICP-MS_TAPP_v7.csv: C=Advanced,D=Basic. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,Double-Spike Inversion Algorithm,tier-divergence,"Tier assignment differs across 3 TAPPs — LA-ICPMS_Geochron_Horstwood_TAPP_v8.csv: C=Advanced,D=Read-Only; LA-ICPMS_Geochron_TAPP_v2.csv: C=Advanced,D=Read-Only; Solution_MC-ICP-MS_TAPP_v5.csv: C=Basic,D=Read-Only. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,Double-Spike Isotope Pair,tier-divergence,"Tier assignment differs across 3 TAPPs — LA-ICPMS_Geochron_Horstwood_TAPP_v8.csv: C=Advanced,D=Read-Only; LA-ICPMS_Geochron_TAPP_v2.csv: C=Advanced,D=Read-Only; Solution_MC-ICP-MS_TAPP_v5.csv: C=Basic,D=Read-Only. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,Dwell Time per Mass,tier-divergence,"Tier assignment differs across 3 TAPPs — LA-Q:SF-ICPMS_TAPP_v5.csv: C=Basic,D=Editable; Solution_Q-ICP-MS_TAPP_v7.csv: C=Basic,D=Read-Only; Solution_SF-ICP-MS_TAPP_v7.csv: C=Basic,D=Read-Only. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,EDS Acquisition Mode,tier-divergence,"Tier assignment differs across 4 TAPPs — EPMA_TAPP_v9.csv: C=Basic,D=Read-Only; SEM_Composition_TAPP_v6.csv: C=Basic,D=Read-Only; SEM_TAPP_v6.csv: C=Basic,D=Read-Only; TEM_TAPP_v9.csv: C=Basic,D=Editable. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,EDS Detector Configuration,tier-divergence,"Tier assignment differs across 4 TAPPs — EPMA_TAPP_v9.csv: C=Advanced,D=Read-Only; SEM_Composition_TAPP_v6.csv: C=Advanced,D=Read-Only; SEM_TAPP_v6.csv: C=Advanced,D=Read-Only; TEM_TAPP_v9.csv: C=Basic,D=Read-Only. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,EDS Live Time per Point or Pixel,tier-divergence,"Tier assignment differs across 4 TAPPs — EPMA_TAPP_v9.csv: C=Basic,D=Editable; SEM_Composition_TAPP_v6.csv: C=Basic,D=Editable; SEM_TAPP_v6.csv: C=Basic,D=Editable; TEM_TAPP_v9.csv: C=Advanced,D=Editable. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,Faraday Cup Amplifier Resistor Values,tier-divergence,"Tier assignment differs across 3 TAPPs — LA-ICPMS_Geochron_Horstwood_TAPP_v8.csv: C=Advanced,D=Read-Only; LA-ICPMS_Geochron_TAPP_v2.csv: C=Advanced,D=Read-Only; Solution_MC-ICP-MS_TAPP_v5.csv: C=Basic,D=Read-Only. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,Faraday Cup Array Configuration,tier-divergence,"Tier assignment differs across 3 TAPPs — LA-ICPMS_Geochron_Horstwood_TAPP_v8.csv: C=Advanced,D=Read-Only; LA-ICPMS_Geochron_TAPP_v2.csv: C=Advanced,D=Read-Only; Solution_MC-ICP-MS_TAPP_v5.csv: C=Basic,D=Read-Only. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,Faraday Cup Gain Calibration Method,tier-divergence,"Tier assignment differs across 3 TAPPs — LA-ICPMS_Geochron_Horstwood_TAPP_v8.csv: C=Advanced,D=Read-Only; LA-ICPMS_Geochron_TAPP_v2.csv: C=Advanced,D=Read-Only; Solution_MC-ICP-MS_TAPP_v5.csv: C=Basic,D=Read-Only. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,Funding Source for Procedure Development,tier-divergence,"Tier assignment differs across 14 TAPPs — EPMA_TAPP_v9.csv: C=Advanced,D=Read-Only; LA-ICPMS_Geochron_Horstwood_TAPP_v8.csv: C=Advanced,D=Read-Only; LA-ICPMS_Geochron_TAPP_v2.csv: C=Advanced,D=Read-Only; LA-ICPMS_TAPP_v13.csv: C=Basic,D=Read-Only; LA-Q:SF-ICPMS_TAPP_v5.csv: C=Basic,D=Read-Only; Lab-XCT_TAPP_v10.csv: C=Basic,D=Read-Only; SEM_Composition_TAPP_v6.csv: C=Advanced,D=Read-Only; SEM_FIBSEM_TAPP_v6.csv: C=Advanced,D=Read-Only; SEM_Imaging_TAPP_v6.csv: C=Advanced,D=Read-Only; SEM_TAPP_v6.csv: C=Advanced,D=Read-Only; Solution_MC-ICP-MS_TAPP_v5.csv: C=Advanced,D=Read-Only; Solution_Q-ICP-MS_TAPP_v7.csv: C=Advanced,D=Read-Only; Solution_SF-ICP-MS_TAPP_v7.csv: C=Advanced,D=Read-Only; TEM_TAPP_v9.csv: C=Advanced,D=Read-Only. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,Guard Electrode,tier-divergence,"Tier assignment differs across 7 TAPPs — LA-ICPMS_Geochron_Horstwood_TAPP_v8.csv: C=Advanced,D=Read-Only; LA-ICPMS_Geochron_TAPP_v2.csv: C=Advanced,D=Read-Only; LA-ICPMS_TAPP_v13.csv: C=Basic,D=Read-Only; LA-Q:SF-ICPMS_TAPP_v5.csv: C=Basic,D=Read-Only; Solution_MC-ICP-MS_TAPP_v5.csv: C=Advanced,D=Read-Only; Solution_Q-ICP-MS_TAPP_v7.csv: C=Advanced,D=Read-Only; Solution_SF-ICP-MS_TAPP_v7.csv: C=Advanced,D=Read-Only. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,Integration Time per Cycle,tier-divergence,"Tier assignment differs across 3 TAPPs — LA-ICPMS_Geochron_Horstwood_TAPP_v8.csv: C=Advanced,D=Editable; LA-ICPMS_Geochron_TAPP_v2.csv: C=Advanced,D=Editable; Solution_MC-ICP-MS_TAPP_v5.csv: C=Basic,D=Editable. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,Interface Cone Configuration,tier-divergence,"Tier assignment differs across 7 TAPPs — LA-ICPMS_Geochron_Horstwood_TAPP_v8.csv: C=Advanced,D=Read-Only; LA-ICPMS_Geochron_TAPP_v2.csv: C=Advanced,D=Read-Only; LA-ICPMS_TAPP_v13.csv: C=Basic,D=Read-Only; LA-Q:SF-ICPMS_TAPP_v5.csv: C=Basic,D=Read-Only; Solution_MC-ICP-MS_TAPP_v5.csv: C=Basic,D=Read-Only; Solution_Q-ICP-MS_TAPP_v7.csv: C=Basic,D=Read-Only; Solution_SF-ICP-MS_TAPP_v7.csv: C=Basic,D=Read-Only. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,Interference Correction Method,tier-divergence,"Tier assignment differs across 7 TAPPs — LA-ICPMS_Geochron_Horstwood_TAPP_v8.csv: C=Advanced,D=Read-Only; LA-ICPMS_Geochron_TAPP_v2.csv: C=Advanced,D=Read-Only; LA-ICPMS_TAPP_v13.csv: C=Basic,D=Read-Only; LA-Q:SF-ICPMS_TAPP_v5.csv: C=Basic,D=Read-Only; Solution_MC-ICP-MS_TAPP_v5.csv: C=Basic,D=Read-Only; Solution_Q-ICP-MS_TAPP_v7.csv: C=Basic,D=Read-Only; Solution_SF-ICP-MS_TAPP_v7.csv: C=Basic,D=Read-Only. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,Interfering Species,tier-divergence,"Tier assignment differs across 7 TAPPs — LA-ICPMS_Geochron_Horstwood_TAPP_v8.csv: C=Advanced,D=Read-Only; LA-ICPMS_Geochron_TAPP_v2.csv: C=Advanced,D=Read-Only; LA-ICPMS_TAPP_v13.csv: C=Basic,D=Read-Only; LA-Q:SF-ICPMS_TAPP_v5.csv: C=Basic,D=Read-Only; Solution_MC-ICP-MS_TAPP_v5.csv: C=Basic,D=Read-Only; Solution_Q-ICP-MS_TAPP_v7.csv: C=Basic,D=Read-Only; Solution_SF-ICP-MS_TAPP_v7.csv: C=Basic,D=Read-Only. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,Isobaric Interference Corrections Applied,tier-divergence,"Tier assignment differs across 7 TAPPs — LA-ICPMS_Geochron_Horstwood_TAPP_v8.csv: C=Advanced,D=Read-Only; LA-ICPMS_Geochron_TAPP_v2.csv: C=Advanced,D=Read-Only; LA-ICPMS_TAPP_v13.csv: C=Basic,D=Read-Only; LA-Q:SF-ICPMS_TAPP_v5.csv: C=Basic,D=Read-Only; Solution_MC-ICP-MS_TAPP_v5.csv: C=Basic,D=Read-Only; Solution_Q-ICP-MS_TAPP_v7.csv: C=Basic,D=Read-Only; Solution_SF-ICP-MS_TAPP_v7.csv: C=Basic,D=Read-Only. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,Isotope Dilution Data Reduction Method,tier-divergence,"Tier assignment differs across 6 TAPPs — LA-ICPMS_Geochron_Horstwood_TAPP_v8.csv: C=Advanced,D=Read-Only; LA-ICPMS_Geochron_TAPP_v2.csv: C=Advanced,D=Read-Only; LA-Q:SF-ICPMS_TAPP_v5.csv: C=Basic,D=Read-Only; Solution_MC-ICP-MS_TAPP_v5.csv: C=Basic,D=Read-Only; Solution_Q-ICP-MS_TAPP_v7.csv: C=Basic,D=Read-Only; Solution_SF-ICP-MS_TAPP_v7.csv: C=Basic,D=Read-Only. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,Laser Pulse Duration,tier-divergence,"Tier assignment differs across 4 TAPPs — LA-ICPMS_Geochron_Horstwood_TAPP_v8.csv: C=Basic,D=Read-Only; LA-ICPMS_Geochron_TAPP_v2.csv: C=Basic,D=Read-Only; LA-ICPMS_TAPP_v13.csv: C=Advanced,D=Read-Only; LA-Q:SF-ICPMS_TAPP_v5.csv: C=Advanced,D=Read-Only. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,Mass Fractionation Law,tier-divergence,"Tier assignment differs across 3 TAPPs — LA-ICPMS_Geochron_Horstwood_TAPP_v8.csv: C=Advanced,D=Read-Only; LA-ICPMS_Geochron_TAPP_v2.csv: C=Advanced,D=Read-Only; Solution_MC-ICP-MS_TAPP_v5.csv: C=Basic,D=Read-Only. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,Mass Resolution Setting,tier-divergence,"Tier assignment differs across 7 TAPPs — LA-ICPMS_Geochron_Horstwood_TAPP_v8.csv: C=Advanced,D=Editable; LA-ICPMS_Geochron_TAPP_v2.csv: C=Advanced,D=Editable; LA-ICPMS_TAPP_v13.csv: C=Basic,D=Editable; LA-Q:SF-ICPMS_TAPP_v5.csv: C=Basic,D=Editable; Solution_MC-ICP-MS_TAPP_v5.csv: C=Basic,D=Editable; Solution_Q-ICP-MS_TAPP_v7.csv: C=Basic,D=Read-Only; Solution_SF-ICP-MS_TAPP_v7.csv: C=Basic,D=Editable. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,Mass Resolution per Analyte,tier-divergence,"Tier assignment differs across 4 TAPPs — LA-ICPMS_Geochron_Horstwood_TAPP_v8.csv: C=Advanced,D=Read-Only; LA-ICPMS_Geochron_TAPP_v2.csv: C=Advanced,D=Read-Only; LA-Q:SF-ICPMS_TAPP_v5.csv: C=Basic,D=Read-Only; Solution_SF-ICP-MS_TAPP_v7.csv: C=Basic,D=Read-Only. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
INFO,(cross-TAPP),,Number of Blocks per Measurement,tier-divergence,"Tier assignment differs across 3 TAPPs — LA-ICPMS_Geochron_Horstwood_TAPP_v8.csv: C=Advanced,D=Editable; LA-ICPMS_Geochron_TAPP_v2.csv: C=Advanced,D=Editable; Solution_MC-ICP-MS_TAPP_v5.csv: C=Basic,D=Editable. Intentional divergence must be recorded in precedents.md (Rule 2/4)."
